,ID,Position,Player,Rating,Goal,Assist,Shots,SOT,Pass,PA,DB,DB_W,TK,TK_S,YC,RC
0,364215,sub,Oliver Skipp,6.0,0,0,0,0,20,17,0,0,0,0,0,0
1,362275,sub,Sergio Reguilón,6.0,0,0,0,0,4,2,1,0,0,0,0,0
2,92508,sub,Lucas Moura,6.0,0,0,0,0,8,4,0,0,0,0,0,0
3,303908,sub,Giovani Lo Celso,0.0,0,0,0,0,0,0,0,0,0,0,0,0
4,94042,sub,Matt Doherty,0.0,0,0,0,0,0,0,0,0,0,0,0,0
5,279425,sub,Steven Bergwijn,0.0,0,0,0,0,0,0,0,0,0,0,0,0
6,384063,sub,Japhet Tanganga,0.0,0,0,0,0,0,0,0,0,0,0,0,0
7,386134,sub,Brandon Austin,0.0,0,0,0,0,0,0,0,0,0,0,0,0
8,302312,sub,Joe Rodon,0.0,0,0,0,0,0,0,0,0,0,0,0,0
9,25604,GK,Hugo Lloris,7.1,0,0,0,0,23,20,0,0,0,0,0,0
10,328512,DR,Emerson Royal,6.8,0,0,0,0,33,21,0,0,5,4,1,0
11,322655,DC,Davinson Sánchez,6.8,0,0,1,1,57,47,0,0,5,4,0,0
12,117973,DC,Eric Dier,6.7,0,0,0,0,58,51,0,0,0,0,0,0
13,103837,DC,Ben Davies,5.7,0,0,0,0,39,27,1,0,1,0,1,0
14,322611,DL,Ryan Sessegnon,6.7,0,0,0,0,31,22,3,1,6,6,0,0
15,321389,MC,Tanguy Ndombele,6.4,0,1,0,0,16,11,2,0,2,0,0,0
16,131519,MC,Dele Alli,7.1,0,0,1,1,21,14,7,5,0,0,0,0
17,143990,MC,Harry Winks,7.1,0,0,0,0,63,50,2,1,2,1,1,0
18,83532,FW,Harry Kane,8.0,1,0,6,2,17,11,2,2,0,0,1,0
19,91909,FW,Son Heung-Min,7.2,1,0,2,1,23,18,2,0,0,0,0,0
20,114147,GK,Alisson,6.1,0,0,0,0,31,23,0,0,0,0,0,0
21,318871,DR,Trent Alexander-Arnold,7.8,0,1,2,2,69,53,0,0,6,4,0,0
22,74341,DC,Joel Matip,6.9,0,0,1,0,49,37,2,2,3,3,0,0
23,345957,DC,Ibrahima Konaté,6.3,0,0,0,0,55,50,0,0,1,1,1,0
24,115726,DL,Andrew Robertson,6.8,1,1,2,1,67,61,1,0,0,0,0,0
25,243510,MC,Naby Keïta,7.5,0,0,3,1,50,40,3,2,10,7,1,0
26,4511,MC,James Milner,7.0,0,0,3,1,74,58,0,0,5,3,0,0
27,425568,MC,Tyler Morton,6.1,0,0,0,0,27,23,0,0,2,0,1,0
28,108226,FWR,Mohamed Salah,6.5,0,0,2,0,25,20,0,0,2,2,0,0
29,235755,FW,Diogo Jota,7.2,1,0,3,1,20,15,3,0,3,3,0,0
30,109915,FWL,Sadio Mané,7.0,0,0,2,0,33,27,3,2,2,2,0,0
31,136451,sub,Joseph Gomez,6.1,0,0,0,0,1,1,0,0,0,0,0,0
32,301455,sub,Konstantinos Tsimikas,6.0,0,0,0,0,8,7,0,0,0,0,0,0
33,96182,sub,Roberto Firmino,6.0,0,0,0,0,10,8,0,0,0,0,0,0
34,322176,sub,Caoimhin Kelleher,0.0,0,0,0,0,0,0,0,0,0,0,0,0
35,262838,sub,Takumi Minamino,0.0,0,0,0,0,0,0,0,0,0,0,0,0
36,84146,sub,Alex Oxlade-Chamberlain,0.0,0,0,0,0,0,0,0,0,0,0,0,0
37,408662,sub,Kaide Gordon,0.0,0,0,0,0,0,0,0,0,0,0,0,0
38,430019,sub,Jarell Quansah,0.0,0,0,0,0,0,0,0,0,0,0,0,0
39,386969,sub,Neco Williams,0.0,0,0,0,0,0,0,0,0,0,0,0,0
